Date, Bike Price ,Number of Bikes Sold
7/8/2021, $19.86 ,503300000
7/7/2021, $20.85 ,418428000
7/6/2021, $20.74 ,446708000
7/2/2021, $20.44 ,342764000
7/1/2021, $20.13 ,480136000
6/30/2021, $20.00 ,326568000
6/29/2021, $19.88 ,367632000
6/28/2021, $19.36 ,495436000
6/25/2021, $19.28 ,278364000
6/24/2021, $19.23 ,320924000
6/23/2021, $19.01 ,332356000
6/22/2021, $18.47 ,580144000
6/21/2021, $18.44 ,672384000
6/18/2021, $18.78 ,968856000
6/17/2021, $17.77 ,809656000
6/16/2021, $17.79 ,307124000
6/15/2021, $17.92 ,243032000
6/14/2021, $17.91 ,321376000
6/11/2021, $17.48 ,416308000
6/10/2021, $17.35 ,287772000
6/9/2021, $17.52 ,381656000
6/8/2021, $17.53 ,323848000
6/7/2021, $17.57 ,575756000
6/4/2021, $17.11 ,617120000
6/3/2021, $16.70 ,580008000
6/2/2021, $16.25 ,594168000
6/1/2021, $16.27 ,472804000
5/28/2021, $15.50 ,644536000
5/27/2021, $15.70 ,581476000
5/26/2021, $15.73 ,370440000
5/25/2021, $15.77 ,435408000
5/24/2021, $15.21 ,554816000
5/21/2021, $15.16 ,672992000
5/20/2021, $14.30 ,321592000
5/19/2021, $13.57 ,344000000
5/18/2021, $14.27 ,186256000
5/17/2021, $14.16 ,216980000
5/14/2021, $13.89 ,258616000
5/13/2021, $14.03 ,285404000
5/12/2021, $14.01 ,303408000
5/11/2021, $13.83 ,285584000
5/10/2021, $14.79 ,268904000
5/7/2021, $14.81 ,229328000
5/6/2021, $14.50 ,193380000
5/5/2021, $14.71 ,292024000
5/4/2021, $14.64 ,405324000
5/3/2021, $15.13 ,203912000
4/30/2021, $15.17 ,201912000
4/29/2021, $15.40 ,173196000
4/28/2021, $15.36 ,209416000
4/27/2021, $15.58 ,164572000
4/26/2021, $15.19 ,197796000
4/23/2021, $14.93 ,227500000
4/22/2021, $15.38 ,277788000
4/21/2021, $15.12 ,216776000
4/20/2021, $15.32 ,334132000
4/19/2021, $15.54 ,404420000
4/16/2021, $16.05 ,335208000
4/15/2021, $15.66 ,598480000
4/14/2021, $15.63 ,385500000
4/13/2021, $15.23 ,676212000
4/12/2021, $14.29 ,869324000
4/9/2021, $14.21 ,195172000
4/8/2021, $14.25 ,244416000
4/7/2021, $13.88 ,251284000
4/6/2021, $14.00 ,191744000
4/5/2021, $13.87 ,255672000
4/1/2021, $13.57 ,308276000
3/31/2021, $13.02 ,314776000
3/30/2021, $12.84 ,200204000
3/29/2021, $12.82 ,273520000
3/26/2021, $12.55 ,363968000
3/25/2021, $12.50 ,295144000
3/24/2021, $13.15 ,245840000
3/23/2021, $13.25 ,222048000
3/22/2021, $12.91 ,297804000
3/19/2021, $12.75 ,299208000
3/18/2021, $13.14 ,293896000
3/17/2021, $13.04 ,243864000
3/16/2021, $13.36 ,272128000
3/15/2021, $12.86 ,221988000
3/12/2021, $12.65 ,243964000
3/11/2021, $12.95 ,299916000
3/10/2021, $12.84 ,384376000
3/9/2021, $12.13 ,521824000
3/8/2021, $12.45 ,543112000
3/5/2021, $12.55 ,542840000
3/4/2021, $12.80 ,573344000
3/3/2021, $13.43 ,377592000
3/2/2021, $13.90 ,264116000
3/1/2021, $13.88 ,353184000
2/26/2021, $13.75 ,500932000
2/25/2021, $14.05 ,824436000
2/24/2021, $14.12 ,448320000
2/23/2021, $14.08 ,391780000
2/22/2021, $14.77 ,325884000
2/19/2021, $15.02 ,271724000
2/18/2021, $14.73 ,233868000
2/17/2021, $15.17 ,274756000
2/16/2021, $15.06 ,321960000
2/12/2021, $15.05 ,374756000
2/11/2021, $14.98 ,450828000
2/10/2021, $14.46 ,485352000
2/9/2021, $14.34 ,287560000
2/8/2021, $13.73 ,434624000
2/5/2021, $13.73 ,169152000
2/4/2021, $13.53 ,201340000
2/3/2021, $13.64 ,245408000
2/2/2021, $13.40 ,220440000
2/1/2021, $13.05 ,217204000
1/29/2021, $13.08 ,271552000
1/28/2021, $13.00 ,228316000
1/27/2021, $13.23 ,371272000
1/26/2021, $13.58 ,163980000
1/25/2021, $13.78 ,251112000
1/22/2021, $13.74 ,246820000
1/21/2021, $13.42 ,337780000
1/20/2021, $13.11 ,258572000
1/19/2021, $13.02 ,226188000
1/15/2021, $13.23 ,277780000
1/14/2021, $13.58 ,283120000
1/13/2021, $13.49 ,210028000
1/12/2021, $13.75 ,291476000
1/11/2021, $13.42 ,518344000
1/8/2021, $13.36 ,292528000
1/7/2021, $12.97 ,461480000
1/6/2021, $13.22 ,580424000
1/5/2021, $13.10 ,322760000
1/4/2021, $13.10 ,560640000
12/31/2020, $13.14 ,192424000
12/30/2020, $12.99 ,225396000
12/29/2020, $12.93 ,170372000
12/28/2020, $13.06 ,212564000
12/24/2020, $13.04 ,97884000
12/23/2020, $13.26 ,179144000
12/22/2020, $13.32 ,185580000
12/21/2020, $13.07 ,302332000
12/18/2020, $13.38 ,342064000
12/17/2020, $13.37 ,231384000
12/16/2020, $13.42 ,223116000
12/15/2020, $13.44 ,193016000
12/14/2020, $13.09 ,270156000
12/11/2020, $12.97 ,209264000
12/10/2020, $12.87 ,207764000
12/9/2020, $13.30 ,401300000
12/8/2020, $13.59 ,271920000
12/7/2020, $13.60 ,223244000
12/4/2020, $13.45 ,202244000
12/3/2020, $13.59 ,199520000
12/2/2020, $13.35 ,283360000
12/1/2020, $13.49 ,296948000
11/30/2020, $13.27 ,286952000
11/27/2020, $13.38 ,167276000
11/25/2020, $13.03 ,259916000
11/24/2020, $13.14 ,346500000
11/23/2020, $13.17 ,361356000
11/20/2020, $13.45 ,341088000
11/19/2020, $13.21 ,565936000
11/18/2020, $13.47 ,510924000
11/17/2020, $13.55 ,312028000
11/16/2020, $13.17 ,413776000
11/13/2020, $13.63 ,346312000
11/12/2020, $13.48 ,365812000
11/11/2020, $13.05 ,404744000
11/10/2020, $13.61 ,644068000
11/9/2020, $14.55 ,582976000
11/6/2020, $14.11 ,383348000
11/5/2020, $14.16 ,319028000
11/4/2020, $13.39 ,410228000
11/3/2020, $12.71 ,272900000
11/2/2020, $12.66 ,299652000
10/30/2020, $12.85 ,416820000
10/29/2020, $12.84 ,320080000
10/28/2020, $13.20 ,376520000
10/27/2020, $13.31 ,250520000
10/26/2020, $13.43 ,336896000
10/23/2020, $13.45 ,233484000
10/22/2020, $13.52 ,290480000
10/21/2020, $13.63 ,219596000
10/20/2020, $13.58 ,229212000
10/19/2020, $13.90 ,298068000
10/16/2020, $14.04 ,242392000
10/15/2020, $13.81 ,267224000
10/14/2020, $14.29 ,276100000
10/13/2020, $14.30 ,344604000
10/12/2020, $13.99 ,434744000
10/9/2020, $13.77 ,346892000
10/8/2020, $14.08 ,378900000
10/7/2020, $14.00 ,418084000
10/6/2020, $13.83 ,784420000
10/5/2020, $13.24 ,479820000
10/2/2020, $13.23 ,552496000
10/1/2020, $13.76 ,525004000
9/30/2020, $13.16 ,689184000
9/29/2020, $12.94 ,621460000
9/28/2020, $13.04 ,573808000
9/25/2020, $12.45 ,588016000
9/24/2020, $12.07 ,731240000
9/23/2020, $12.58 ,647012000
9/22/2020, $12.58 ,646452000
9/21/2020, $11.93 ,721044000
9/18/2020, $12.59 ,698460000
9/17/2020, $12.13 ,792512000
9/16/2020, $12.96 ,556384000
9/15/2020, $13.28 ,727556000
9/14/2020, $13.08 ,1201744000
9/11/2020, $12.49 ,636928000
9/10/2020, $12.99 ,698684000
9/9/2020, $12.40 ,736200000
9/8/2020, $11.73 ,795728000
9/4/2020, $12.78 ,1463684000
9/3/2020, $13.83 ,945128000
9/2/2020, $14.70 ,874012000
9/1/2020, $13.48 ,511316000
8/31/2020, $13.18 ,500840000
8/28/2020, $12.68 ,537160000
8/27/2020, $12.78 ,317604000
8/26/2020, $12.80 ,321244000
8/25/2020, $12.63 ,289076000
8/24/2020, $12.88 ,490564000
8/21/2020, $12.20 ,999868000
8/20/2020, $11.98 ,921388000
8/19/2020, $12.30 ,622624000
8/18/2020, $12.45 ,503448000
8/17/2020, $11.85 ,621300000
8/14/2020, $11.53 ,366436000
8/13/2020, $11.55 ,374460000
8/12/2020, $10.99 ,464412000
8/11/2020, $11.07 ,354512000
8/10/2020, $11.33 ,427796000
8/7/2020, $11.31 ,342516000
8/6/2020, $11.35 ,244316000
8/5/2020, $11.24 ,249924000
8/4/2020, $11.05 ,310336000
8/3/2020, $10.73 ,412720000
7/31/2020, $10.56 ,386080000
7/30/2020, $10.38 ,308880000
7/29/2020, $10.39 ,284508000
7/28/2020, $10.37 ,271636000
7/27/2020, $10.23 ,292132000
7/24/2020, $9.88 ,473292000
7/23/2020, $10.45 ,411660000
7/22/2020, $10.37 ,367292000
7/21/2020, $10.51 ,277036000
7/20/2020, $10.27 ,284852000
7/17/2020, $10.23 ,266284000
7/16/2020, $10.02 ,344964000
7/15/2020, $10.41 ,403984000
7/14/2020, $10.08 ,542676000
7/13/2020, $10.60 ,457076000
7/10/2020, $10.59 ,497676000
7/9/2020, $10.38 ,494548000
7/8/2020, $9.99 ,365480000
7/7/2020, $9.95 ,357800000
7/6/2020, $9.74 ,315892000
7/2/2020, $9.64 ,364056000
7/1/2020, $9.52 ,326648000
6/30/2020, $9.31 ,367892000
6/29/2020, $9.17 ,342248000
6/26/2020, $9.50 ,592084000
6/25/2020, $9.36 ,376072000
6/24/2020, $9.48 ,449372000
6/23/2020, $9.55 ,375108000
6/22/2020, $9.30 ,398468000
6/19/2020, $9.24 ,524160000
6/18/2020, $9.23 ,254408000
6/17/2020, $9.11 ,408304000
6/16/2020, $9.23 ,535716000
6/15/2020, $8.82 ,400004000
6/12/2020, $9.16 ,570908000
6/11/2020, $9.15 ,583652000
6/10/2020, $9.17 ,632180000
6/9/2020, $8.80 ,468488000
6/8/2020, $8.88 ,387736000
6/5/2020, $8.79 ,481748000
6/4/2020, $8.73 ,424280000
6/3/2020, $8.82 ,365440000
6/2/2020, $8.80 ,391320000
6/1/2020, $8.83 ,389876000
5/29/2020, $8.55 ,745256000
5/28/2020, $8.41 ,734896000
5/27/2020, $8.63 ,1175892000
5/26/2020, $9.16 ,770780000
5/22/2020, $8.83 ,1038764000
5/21/2020, $9.05 ,761068000
5/20/2020, $8.99 ,587536000
5/19/2020, $8.79 ,717320000
5/18/2020, $8.76 ,774460000
5/15/2020, $7.89 ,987660000
5/14/2020, $7.84 ,602312000
5/13/2020, $7.92 ,625852000
5/12/2020, $8.12 ,493060000
5/11/2020, $7.81 ,469060000
5/8/2020, $7.69 ,339216000
5/7/2020, $7.58 ,373732000
5/6/2020, $7.42 ,323464000
5/5/2020, $7.39 ,368896000
5/4/2020, $7.02 ,317556000
5/1/2020, $7.11 ,342096000
4/30/2020, $7.41 ,375916000
4/29/2020, $7.42 ,379160000
4/28/2020, $7.58 ,442904000
4/27/2020, $7.37 ,479388000
4/24/2020, $7.09 ,352328000
4/23/2020, $7.20 ,424160000
4/22/2020, $6.93 ,483356000
4/21/2020, $7.06 ,735160000
4/20/2020, $7.18 ,449388000
4/17/2020, $7.45 ,539120000
4/16/2020, $7.18 ,745620000
4/15/2020, $6.93 ,366148000
4/14/2020, $6.88 ,530948000
4/13/2020, $6.51 ,398408000
4/9/2020, $6.80 ,525564000
4/8/2020, $6.59 ,542444000
4/7/2020, $6.93 ,784520000
4/6/2020, $6.38 ,727884000
4/3/2020, $6.35 ,663212000
4/2/2020, $6.11 ,675764000
4/1/2020, $6.39 ,656912000
3/31/2020, $6.68 ,949960000
3/30/2020, $6.38 ,602252000
3/27/2020, $6.25 ,638828000
3/26/2020, $6.35 ,696108000
3/25/2020, $6.35 ,793432000
3/24/2020, $5.73 ,1101644000
3/23/2020, $5.14 ,643876000
3/20/2020, $5.48 ,804636000
3/19/2020, $5.05 ,765512000
3/18/2020, $5.00 ,874268000
3/17/2020, $5.02 ,833632000
3/16/2020, $5.31 ,726972000
3/13/2020, $5.76 ,634836000
3/12/2020, $5.64 ,816540000
3/11/2020, $6.39 ,499964000
3/10/2020, $6.41 ,580648000
3/9/2020, $6.00 ,614160000
3/6/2020, $6.65 ,515412000
3/5/2020, $6.91 ,540328000
3/4/2020, $6.76 ,597408000
3/3/2020, $6.97 ,652792000
3/2/2020, $6.92 ,890744000
2/28/2020, $6.06 ,1133252000
2/27/2020, $6.37 ,906416000
2/26/2020, $6.55 ,747732000
2/25/2020, $6.91 ,1055496000
2/24/2020, $6.75 ,856916000
2/21/2020, $7.60 ,768180000
2/20/2020, $7.82 ,810052000
2/19/2020, $7.54 ,694332000
2/18/2020, $7.14 ,620164000
2/14/2020, $7.18 ,1041924000
2/13/2020, $6.76 ,528016000
2/12/2020, $6.75 ,374644000
2/11/2020, $6.68 ,638556000
2/10/2020, $6.31 ,529608000
2/7/2020, $6.32 ,189752000
2/6/2020, $6.30 ,218284000
2/5/2020, $6.30 ,208220000
2/4/2020, $6.15 ,271544000
2/3/2020, $5.89 ,255564000
1/31/2020, $6.10 ,370420000
1/30/2020, $6.04 ,290504000
1/29/2020, $6.18 ,258848000
1/28/2020, $6.07 ,310976000
1/27/2020, $5.96 ,470536000
1/24/2020, $6.44 ,373512000
1/23/2020, $6.29 ,244516000
1/22/2020, $6.24 ,239240000
1/21/2020, $6.20 ,217916000
1/17/2020, $6.24 ,253792000
1/16/2020, $6.19 ,284192000
1/15/2020, $6.19 ,263104000
1/14/2020, $6.26 ,359088000
1/13/2020, $6.19 ,319840000
1/10/2020, $6.18 ,316296000
1/9/2020, $6.10 ,255112000
1/8/2020, $5.99 ,277108000
1/7/2020, $5.96 ,314856000
1/6/2020, $5.81 ,262636000
1/3/2020, $5.88 ,205384000
1/2/2020, $5.97 ,237536000
12/31/2019, $5.77 ,231004000
12/30/2019, $5.90 ,258056000
12/27/2019, $6.00 ,254644000
12/26/2019, $5.97 ,182852000
12/24/2019, $5.96 ,138864000
12/23/2019, $6.01 ,355060000
12/20/2019, $5.95 ,603044000
12/19/2019, $5.77 ,445360000
12/18/2019, $5.74 ,343548000
12/17/2019, $5.65 ,321196000
12/16/2019, $5.65 ,320976000
12/13/2019, $5.60 ,454704000
12/12/2019, $5.40 ,404348000
12/11/2019, $5.36 ,233796000
12/10/2019, $5.33 ,256388000
12/9/2019, $5.28 ,211880000
12/6/2019, $5.29 ,232236000
12/5/2019, $5.26 ,184884000
12/4/2019, $5.28 ,273424000
12/3/2019, $5.05 ,465232000
12/2/2019, $5.41 ,372036000
11/29/2019, $5.43 ,141556000
11/27/2019, $5.47 ,215784000
11/26/2019, $5.51 ,385244000
11/25/2019, $5.40 ,506476000
11/22/2019, $5.28 ,224100000
11/21/2019, $5.28 ,288388000
11/20/2019, $5.18 ,472588000
11/19/2019, $5.28 ,414564000
11/18/2019, $5.10 ,574588000
11/15/2019, $5.24 ,1053628000
11/14/2019, $5.22 ,518080000
11/13/2019, $5.21 ,300188000
11/12/2019, $5.24 ,283504000
11/11/2019, $5.19 ,243436000
11/8/2019, $5.19 ,189100000
11/7/2019, $5.28 ,280340000
11/6/2019, $5.22 ,269012000
11/5/2019, $5.26 ,300868000
11/4/2019, $5.15 ,376716000
11/1/2019, $4.99 ,283640000
10/31/2019, $5.05 ,209732000
10/30/2019, $5.10 ,205960000
10/29/2019, $5.16 ,211236000
10/28/2019, $5.16 ,330792000
10/25/2019, $5.00 ,423092000
10/24/2019, $4.92 ,232020000
10/23/2019, $4.81 ,279916000
10/22/2019, $4.96 ,328720000
10/21/2019, $4.82 ,261868000
10/18/2019, $4.86 ,307440000
10/17/2019, $4.90 ,263436000
10/16/2019, $4.88 ,428944000
10/15/2019, $4.75 ,664124000
10/14/2019, $4.64 ,200040000
10/11/2019, $4.66 ,446404000
10/10/2019, $4.52 ,309124000
10/9/2019, $4.51 ,292412000
10/8/2019, $4.52 ,444436000
10/7/2019, $4.61 ,480984000
10/4/2019, $4.54 ,265524000
10/3/2019, $4.33 ,450588000
10/2/2019, $4.33 ,293372000
10/1/2019, $4.38 ,366008000
9/30/2019, $4.32 ,186184000
9/27/2019, $4.39 ,362056000
9/26/2019, $4.45 ,234564000
9/25/2019, $4.31 ,308432000
9/24/2019, $4.40 ,317268000
9/23/2019, $4.32 ,249712000
9/20/2019, $4.42 ,350244000
9/19/2019, $4.51 ,245476000
9/18/2019, $4.52 ,258152000
9/17/2019, $4.51 ,223048000
9/16/2019, $4.47 ,231832000
9/13/2019, $4.54 ,324592000
9/12/2019, $4.66 ,327840000
9/11/2019, $4.59 ,361512000
9/10/2019, $4.48 ,352812000
9/9/2019, $4.50 ,417524000
9/6/2019, $4.47 ,376976000
9/5/2019, $4.32 ,695676000
9/4/2019, $4.17 ,227728000
9/3/2019, $4.11 ,296140000
8/30/2019, $4.22 ,290616000
8/29/2019, $4.12 ,357976000
8/28/2019, $4.01 ,255612000
8/27/2019, $4.17 ,290968000
8/26/2019, $4.14 ,318208000
8/23/2019, $4.21 ,568056000
8/22/2019, $4.29 ,303488000
8/21/2019, $4.26 ,427244000
8/20/2019, $4.26 ,463188000
8/19/2019, $4.10 ,815112000
8/16/2019, $3.98 ,1007960000
8/15/2019, $3.77 ,477200000
8/14/2019, $3.81 ,419880000
8/13/2019, $3.78 ,351956000
8/12/2019, $3.80 ,279200000
8/9/2019, $3.92 ,341816000
8/8/2019, $3.91 ,309300000
8/7/2019, $3.75 ,372560000
8/6/2019, $3.85 ,361272000
8/5/2019, $3.85 ,589156000
8/2/2019, $4.03 ,428348000
8/1/2019, $4.23 ,421212000
7/31/2019, $4.35 ,359416000
7/30/2019, $4.32 ,197772000
7/29/2019, $4.37 ,248160000
7/26/2019, $4.36 ,274160000
7/25/2019, $4.42 ,392700000
7/24/2019, $4.44 ,366236000
7/23/2019, $4.32 ,428176000
7/22/2019, $4.23 ,315940000
7/19/2019, $4.29 ,344896000
7/18/2019, $4.25 ,442192000
7/17/2019, $4.18 ,348204000
7/16/2019, $4.17 ,341444000
7/15/2019, $4.21 ,289840000
7/12/2019, $4.19 ,506392000
7/11/2019, $4.08 ,682560000
7/10/2019, $3.98 ,452076000
7/9/2019, $3.89 ,342860000
7/8/2019, $3.95 ,329788000
7/5/2019, $4.01 ,396552000
7/3/2019, $4.08 ,246636000
7/2/2019, $4.14 ,400228000
7/1/2019, $4.31 ,709756000
6/28/2019, $4.13 ,397668000
6/27/2019, $4.07 ,445440000
6/26/2019, $3.92 ,584072000
6/25/2019, $3.82 ,311868000
6/24/2019, $3.82 ,282948000
6/21/2019, $3.84 ,434428000
6/20/2019, $3.92 ,350168000
6/19/2019, $3.86 ,331644000
6/18/2019, $3.69 ,581920000
6/17/2019, $3.61 ,276040000
6/14/2019, $3.61 ,394428000
6/13/2019, $3.68 ,308080000
6/12/2019, $3.73 ,358892000
6/11/2019, $3.77 ,383872000
6/10/2019, $3.69 ,402780000
6/7/2019, $3.60 ,348856000
6/6/2019, $3.54 ,408140000
6/5/2019, $3.65 ,511616000
6/4/2019, $3.41 ,641836000
6/3/2019, $3.40 ,478644000
5/31/2019, $3.43 ,389720000
5/30/2019, $3.51 ,394300000
5/29/2019, $3.54 ,559800000
5/28/2019, $3.65 ,428356000
5/24/2019, $3.70 ,357584000
5/23/2019, $3.74 ,591844000
5/22/2019, $3.84 ,325868000
5/21/2019, $3.86 ,361848000
5/20/2019, $3.81 ,572064000
5/17/2019, $3.96 ,1022068000
5/16/2019, $3.98 ,781088000
5/15/2019, $4.00 ,502320000
5/14/2019, $4.00 ,524880000
5/13/2019, $4.09 ,656912000
5/10/2019, $4.22 ,569500000
5/9/2019, $4.28 ,660248000
5/8/2019, $4.30 ,419168000
5/7/2019, $4.45 ,555220000
5/6/2019, $4.39 ,422176000
5/3/2019, $4.59 ,336824000
5/2/2019, $4.52 ,394684000
5/1/2019, $4.58 ,354280000
4/30/2019, $4.45 ,362920000
4/29/2019, $4.46 ,391920000
4/26/2019, $4.52 ,868988000
4/25/2019, $4.74 ,499296000
4/24/2019, $4.78 ,318204000
4/23/2019, $4.73 ,346856000
4/22/2019, $4.63 ,279936000
4/18/2019, $4.69 ,380988000
4/17/2019, $4.74 ,351004000
4/16/2019, $4.66 ,394964000
4/15/2019, $4.74 ,440092000
4/12/2019, $4.83 ,471708000
4/11/2019, $4.81 ,374600000
4/10/2019, $4.73 ,444772000
4/9/2019, $4.76 ,439972000
4/8/2019, $4.74 ,424192000
4/5/2019, $4.75 ,481744000
4/4/2019, $4.70 ,457376000
4/3/2019, $4.63 ,783504000
4/2/2019, $4.58 ,440920000
4/1/2019, $4.58 ,483824000
3/29/2019, $4.50 ,456896000
3/28/2019, $4.44 ,480264000
3/27/2019, $4.45 ,474372000
3/26/2019, $4.49 ,703508000
3/25/2019, $4.40 ,525212000
3/22/2019, $4.57 ,747644000
3/21/2019, $4.38 ,824312000
3/20/2019, $4.42 ,719148000
3/19/2019, $4.32 ,854972000
3/18/2019, $4.28 ,486992000
3/15/2019, $4.18 ,661484000
3/14/2019, $4.22 ,519384000
3/13/2019, $4.10 ,768900000
3/12/2019, $4.06 ,579576000
3/11/2019, $3.79 ,859728000
3/8/2019, $3.64 ,422416000
3/7/2019, $3.78 ,450104000
3/6/2019, $3.90 ,403524000
3/5/2019, $3.90 ,362924000
3/4/2019, $3.95 ,409992000
3/1/2019, $3.91 ,357188000
2/28/2019, $3.88 ,324944000
2/27/2019, $3.91 ,500256000
2/26/2019, $3.96 ,488464000
2/25/2019, $4.06 ,656020000
2/22/2019, $3.95 ,401740000
2/21/2019, $3.98 ,448548000
2/20/2019, $3.95 ,540988000
2/19/2019, $3.92 ,551892000
2/15/2019, $4.07 ,1516748000
2/14/2019, $3.82 ,827264000
2/13/2019, $3.81 ,605372000
2/12/2019, $3.70 ,591060000
2/11/2019, $3.66 ,495180000
2/8/2019, $3.62 ,461604000
2/7/2019, $3.78 ,637120000
2/6/2019, $3.78 ,702464000
2/5/2019, $3.74 ,542424000
2/4/2019, $3.63 ,528592000
2/1/2019, $3.61 ,625048000
1/31/2019, $3.43 ,842852000
1/30/2019, $3.37 ,974228000
1/29/2019, $3.40 ,1153932000
1/28/2019, $3.41 ,2511528000
1/25/2019, $3.89 ,1154572000
1/24/2019, $3.82 ,708972000
1/23/2019, $3.78 ,591020000
1/22/2019, $3.89 ,661552000
1/18/2019, $3.84 ,651336000
1/17/2019, $3.69 ,493436000
1/16/2019, $3.77 ,470104000
1/15/2019, $3.79 ,617012000
1/14/2019, $3.67 ,730168000
1/11/2019, $3.61 ,874764000
1/10/2019, $3.55 ,523156000
1/9/2019, $3.55 ,617260000
1/8/2019, $3.67 ,786016000
1/7/2019, $3.46 ,709160000
1/4/2019, $3.27 ,585620000
1/3/2019, $3.34 ,705552000
1/2/2019, $3.27 ,508752000
12/31/2018, $3.39 ,465140000
12/28/2018, $3.30 ,628728000
12/27/2018, $3.27 ,637044000
12/26/2018, $3.22 ,695100000
12/24/2018, $3.16 ,463840000
12/21/2018, $3.40 ,863740000
12/20/2018, $3.45 ,749588000
12/19/2018, $3.64 ,745364000
12/18/2018, $3.63 ,564372000
12/17/2018, $3.63 ,662868000
12/14/2018, $3.68 ,471820000
12/13/2018, $3.77 ,471384000
12/12/2018, $3.71 ,654136000
12/11/2018, $3.89 ,671912000
12/10/2018, $3.65 ,629472000
12/7/2018, $3.96 ,681676000
12/6/2018, $3.79 ,692308000
12/4/2018, $4.21 ,812112000
12/3/2018, $4.32 ,890804000
11/30/2018, $3.94 ,729564000
11/29/2018, $4.00 ,549172000
11/28/2018, $3.96 ,804524000
11/27/2018, $3.80 ,738060000
11/26/2018, $3.75 ,814832000
11/23/2018, $3.58 ,411968000
11/21/2018, $3.87 ,1025496000
11/20/2018, $3.35 ,1692032000
11/19/2018, $4.04 ,1697820000
11/16/2018, $4.08 ,1963520000
11/15/2018, $4.92 ,840708000
11/14/2018, $5.16 ,526580000
11/13/2018, $4.84 ,644712000
11/12/2018, $5.05 ,617116000
11/9/2018, $5.06 ,413240000
11/8/2018, $5.29 ,511352000
11/7/2018, $5.34 ,483812000
11/6/2018, $5.29 ,299012000
11/5/2018, $5.36 ,379332000
11/2/2018, $5.44 ,452960000
11/1/2018, $5.31 ,566528000
10/31/2018, $5.24 ,745772000
10/30/2018, $4.66 ,807192000
10/29/2018, $5.10 ,758016000
10/26/2018, $4.96 ,664784000
10/25/2018, $4.89 ,951720000
10/24/2018, $5.49 ,884288000
10/23/2018, $5.51 ,626436000
10/22/2018, $5.78 ,368844000
10/19/2018, $6.04 ,613608000
10/18/2018, $6.15 ,524020000
10/17/2018, $6.21 ,329668000
10/16/2018, $6.00 ,408712000
10/15/2018, $6.15 ,449760000
10/12/2018, $6.14 ,608236000
10/11/2018, $6.05 ,725436000
10/10/2018, $6.53 ,684940000
10/9/2018, $6.62 ,273500000
10/8/2018, $6.66 ,408612000
10/5/2018, $6.96 ,426636000
10/4/2018, $7.13 ,391220000
10/3/2018, $7.23 ,320552000
10/2/2018, $7.21 ,383964000
10/1/2018, $7.10 ,622060000
9/28/2018, $6.82 ,709396000
9/27/2018, $6.71 ,214428000
9/26/2018, $6.72 ,268548000
9/25/2018, $6.71 ,280388000
9/24/2018, $6.56 ,293912000
9/21/2018, $6.67 ,435128000
9/20/2018, $6.68 ,430584000
9/19/2018, $6.76 ,224860000
9/18/2018, $6.85 ,299520000
9/17/2018, $6.89 ,205528000
9/14/2018, $6.87 ,386936000
9/13/2018, $6.77 ,305536000
9/12/2018, $6.78 ,419092000
9/11/2018, $6.82 ,243112000
9/10/2018, $6.82 ,220140000
9/7/2018, $6.73 ,295420000
9/6/2018, $6.94 ,322796000
9/5/2018, $7.07 ,393156000
9/4/2018, $7.00 ,391720000
8/31/2018, $6.93 ,306592000
8/30/2018, $6.93 ,346608000
8/29/2018, $6.85 ,420108000
8/28/2018, $6.89 ,475384000
8/27/2018, $6.84 ,505776000
8/24/2018, $6.68 ,531512000
8/23/2018, $6.53 ,720684000
8/22/2018, $6.30 ,749856000
8/21/2018, $6.21 ,673988000
8/20/2018, $6.08 ,854388000
8/17/2018, $6.32 ,1143188000
8/16/2018, $6.55 ,801260000
8/15/2018, $6.56 ,591136000
8/14/2018, $6.51 ,466220000
8/13/2018, $6.38 ,375208000
8/10/2018, $6.33 ,256396000
8/9/2018, $6.48 ,204280000
8/8/2018, $6.43 ,262100000
8/7/2018, $6.40 ,258132000
8/6/2018, $6.29 ,207508000
8/3/2018, $6.29 ,214288000
8/2/2018, $6.09 ,269668000
8/1/2018, $6.15 ,283556000
7/31/2018, $6.09 ,283988000
